Wins,Losses,total_games,W/total_games,Wins_per_surface,Losses_per_surface,total_games_per_surface,W/total_games_per_surface,player_name,winner,loser,tourney name
1,2,3,33.333333333333336,1,2,3,33.333333333333336,Dominik Koepfer,Dominik Koepfer,Daniil Ostapenkov,Davis Cup QLS R1: GER vs BLR
0,0,0,,0,0,0,,Daniil Ostapenkov,Dominik Koepfer,Daniil Ostapenkov,Davis Cup QLS R1: GER vs BLR
0,1,1,0.0,0,1,1,0.0,Otto Virtanen,Otto Virtanen,Manuel Sanchez,Davis Cup WG1 PO: MEX vs FIN
0,1,1,0.0,0,1,1,0.0,Manuel Sanchez,Otto Virtanen,Manuel Sanchez,Davis Cup WG1 PO: MEX vs FIN
0,1,1,0.0,0,1,1,0.0,Illya Marchenko,Illya Marchenko,Chun Hsin Tseng,Davis Cup WG1 PO: UKR vs TPE
1,0,1,100.0,1,0,1,100.0,Chun Hsin Tseng,Illya Marchenko,Chun Hsin Tseng,Davis Cup WG1 PO: UKR vs TPE
0,0,0,,0,0,0,,Alexander Donski,Alexander Donski,Rodrigo Crespo Piedra,Davis Cup WG2 PO: CRC vs BUL
0,0,0,,0,0,0,,Rodrigo Crespo Piedra,Alexander Donski,Rodrigo Crespo Piedra,Davis Cup WG2 PO: CRC vs BUL
0,0,0,,0,0,0,,Holger Rune,Holger Rune,Quinton Vega,Davis Cup WG2 PO: DEN vs PUR
0,1,1,0.0,0,1,1,0.0,Quinton Vega,Holger Rune,Quinton Vega,Davis Cup WG2 PO: DEN vs PUR
0,0,0,,0,0,0,,Daniil Glinka,Daniil Glinka,Nikoloz Davlianidze,Davis Cup WG2 PO: GEO vs EST
0,0,0,,0,0,0,,Nikoloz Davlianidze,Daniil Glinka,Nikoloz Davlianidze,Davis Cup WG2 PO: GEO vs EST
0,0,0,,0,0,0,,Robert Strombachs,Robert Strombachs,Amr Elsayed Abdou Ahmed Mohamed,Davis Cup WG2 PO: LAT vs EGY
0,0,0,,0,0,0,,Amr Elsayed Abdou Ahmed Mohamed,Robert Strombachs,Amr Elsayed Abdou Ahmed Mohamed,Davis Cup WG2 PO: LAT vs EGY
1,0,1,100.0,1,0,1,100.0,Petros Tsitsipas,Petros Tsitsipas,Eric Jr. Olivarez,Davis Cup WG2 PO: PHI vs GRE
0,0,0,,0,0,0,,Eric Jr. Olivarez,Petros Tsitsipas,Eric Jr. Olivarez,Davis Cup WG2 PO: PHI vs GRE
0,0,0,,0,0,0,,Filip Krajinovic,Filip Krajinovic,Salvatore Caruso,Cincinnati Masters
0,0,0,,0,0,0,,Salvatore Caruso,Filip Krajinovic,Salvatore Caruso,Cincinnati Masters
0,0,0,,0,0,0,,Marton Fucsovics,Marton Fucsovics,Norbert Gombos,Cincinnati Masters
0,0,0,,0,0,0,,Norbert Gombos,Marton Fucsovics,Norbert Gombos,Cincinnati Masters
0,0,0,,0,0,0,,Grigor Dimitrov,Grigor Dimitrov,Ugo Humbert,Cincinnati Masters
0,0,0,,0,0,0,,Ugo Humbert,Grigor Dimitrov,Ugo Humbert,Cincinnati Masters
0,0,0,,0,0,0,,Daniel Evans,Daniel Evans,Andrey Rublev,Cincinnati Masters
0,0,0,,0,0,0,,Andrey Rublev,Daniel Evans,Andrey Rublev,Cincinnati Masters
0,0,0,,0,0,0,,Milos Raonic,Milos Raonic,Sam Querrey,Cincinnati Masters
0,0,0,,0,0,0,,Sam Querrey,Milos Raonic,Sam Querrey,Cincinnati Masters
0,0,0,,0,0,0,,Andy Murray,Andy Murray,Frances Tiafoe,Cincinnati Masters
0,0,0,,0,0,0,,Frances Tiafoe,Andy Murray,Frances Tiafoe,Cincinnati Masters
0,0,0,,0,0,0,,Kevin Anderson,Kevin Anderson,Kyle Edmund,Cincinnati Masters
0,0,0,,0,0,0,,Kyle Edmund,Kevin Anderson,Kyle Edmund,Cincinnati Masters
0,0,0,,0,0,0,,John Millman,John Millman,Adrian Mannarino,Cincinnati Masters
0,0,0,,0,0,0,,Adrian Mannarino,John Millman,Adrian Mannarino,Cincinnati Masters
0,0,0,,0,0,0,,John Isner,John Isner,Hubert Hurkacz,Cincinnati Masters
0,0,0,,0,0,0,,Hubert Hurkacz,John Isner,Hubert Hurkacz,Cincinnati Masters
0,0,0,,0,0,0,,Diego Schwartzman,Diego Schwartzman,Casper Ruud,Cincinnati Masters
0,0,0,,0,0,0,,Casper Ruud,Diego Schwartzman,Casper Ruud,Cincinnati Masters
0,0,0,,0,0,0,,Reilly Opelka,Reilly Opelka,Cameron Norrie,Cincinnati Masters
0,0,0,,0,0,0,,Cameron Norrie,Reilly Opelka,Cameron Norrie,Cincinnati Masters
0,0,0,,0,0,0,,Emil Ruusuvuori,Emil Ruusuvuori,Sebastian Korda,Cincinnati Masters
0,0,0,,0,0,0,,Sebastian Korda,Emil Ruusuvuori,Sebastian Korda,Cincinnati Masters
0,0,0,,0,0,0,,Richard Gasquet,Richard Gasquet,J.J. Wolf,Cincinnati Masters
0,0,0,,0,0,0,,J.J. Wolf,Richard Gasquet,J.J. Wolf,Cincinnati Masters
0,0,0,,0,0,0,,Pablo Carreno Busta,Pablo Carreno Busta,Dusan Lajovic,Cincinnati Masters
0,0,0,,0,0,0,,Dusan Lajovic,Pablo Carreno Busta,Dusan Lajovic,Cincinnati Masters
0,0,0,,0,0,0,,Karen Khachanov,Karen Khachanov,Alexander Bublik,Cincinnati Masters
0,0,0,,0,0,0,,Alexander Bublik,Karen Khachanov,Alexander Bublik,Cincinnati Masters
0,0,0,,0,0,0,,Aljaz Bedene,Aljaz Bedene,Christian Garin,Cincinnati Masters
0,0,0,,0,0,0,,Christian Garin,Aljaz Bedene,Christian Garin,Cincinnati Masters
0,0,0,,0,0,0,,Taylor Fritz,Taylor Fritz,Lloyd Harris,Cincinnati Masters
0,0,0,,0,0,0,,Lloyd Harris,Taylor Fritz,Lloyd Harris,Cincinnati Masters
0,0,0,,0,0,0,,Marcos Giron,Marcos Giron,Mackenzie McDonald,Cincinnati Masters
0,0,0,,0,0,0,,Mackenzie McDonald,Marcos Giron,Mackenzie McDonald,Cincinnati Masters
0,0,0,,0,0,0,,Borna Coric,Borna Coric,Benoit Paire,Cincinnati Masters
0,0,0,,0,0,0,,Benoit Paire,Borna Coric,Benoit Paire,Cincinnati Masters
0,0,0,,0,0,0,,Jan Lennard Struff,Jan Lennard Struff,Alex De Minaur,Cincinnati Masters
0,0,0,,0,0,0,,Alex De Minaur,Jan Lennard Struff,Alex De Minaur,Cincinnati Masters
0,0,0,,0,0,0,,Denis Shapovalov,Denis Shapovalov,Marin Cilic,Cincinnati Masters
0,0,0,,0,0,0,,Marin Cilic,Denis Shapovalov,Marin Cilic,Cincinnati Masters
0,0,0,,0,0,0,,Felix Auger Aliassime,Felix Auger Aliassime,Nikoloz Basilashvili,Cincinnati Masters
0,0,0,,0,0,0,,Nikoloz Basilashvili,Felix Auger Aliassime,Nikoloz Basilashvili,Cincinnati Masters
0,0,0,,0,0,0,,Tennys Sandgren,Tennys Sandgren,Lorenzo Sonego,Cincinnati Masters
0,0,0,,0,0,0,,Lorenzo Sonego,Tennys Sandgren,Lorenzo Sonego,Cincinnati Masters
0,0,0,,0,0,0,,Ricardas Berankis,Ricardas Berankis,Tommy Paul,Cincinnati Masters
0,0,0,,0,0,0,,Tommy Paul,Ricardas Berankis,Tommy Paul,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Filip Krajinovic,Filip Krajinovic,Dominic Thiem,Cincinnati Masters
0,0,0,,0,0,0,,Dominic Thiem,Filip Krajinovic,Dominic Thiem,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Marton Fucsovics,Marton Fucsovics,Grigor Dimitrov,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Grigor Dimitrov,Marton Fucsovics,Grigor Dimitrov,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Milos Raonic,Milos Raonic,Daniel Evans,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Daniel Evans,Milos Raonic,Daniel Evans,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Andy Murray,Andy Murray,Alexander Zverev,Cincinnati Masters
0,0,0,,0,0,0,,Alexander Zverev,Andy Murray,Alexander Zverev,Cincinnati Masters
0,0,0,,0,0,0,,Stefanos Tsitsipas,Stefanos Tsitsipas,Kevin Anderson,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Kevin Anderson,Stefanos Tsitsipas,Kevin Anderson,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,John Isner,John Isner,John Millman,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,John Millman,John Isner,John Millman,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Reilly Opelka,Reilly Opelka,Diego Schwartzman,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Diego Schwartzman,Reilly Opelka,Diego Schwartzman,Cincinnati Masters
0,0,0,,0,0,0,,Matteo Berrettini,Matteo Berrettini,Emil Ruusuvuori,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Emil Ruusuvuori,Matteo Berrettini,Emil Ruusuvuori,Cincinnati Masters
0,0,0,,0,0,0,,Roberto Bautista Agut,Roberto Bautista Agut,Richard Gasquet,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Richard Gasquet,Roberto Bautista Agut,Richard Gasquet,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Karen Khachanov,Karen Khachanov,Pablo Carreno Busta,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Pablo Carreno Busta,Karen Khachanov,Pablo Carreno Busta,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Aljaz Bedene,Aljaz Bedene,Taylor Fritz,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Taylor Fritz,Aljaz Bedene,Taylor Fritz,Cincinnati Masters
0,0,0,,0,0,0,,Daniil Medvedev,Daniil Medvedev,Marcos Giron,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Marcos Giron,Daniil Medvedev,Marcos Giron,Cincinnati Masters
0,0,0,,0,0,0,,David Goffin,David Goffin,Borna Coric,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Borna Coric,David Goffin,Borna Coric,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Jan Lennard Struff,Jan Lennard Struff,Denis Shapovalov,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Denis Shapovalov,Jan Lennard Struff,Denis Shapovalov,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Tennys Sandgren,Tennys Sandgren,Felix Auger Aliassime,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Felix Auger Aliassime,Tennys Sandgren,Felix Auger Aliassime,Cincinnati Masters
0,0,0,,0,0,0,,Novak Djokovic,Novak Djokovic,Ricardas Berankis,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Ricardas Berankis,Novak Djokovic,Ricardas Berankis,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Filip Krajinovic,Filip Krajinovic,Marton Fucsovics,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Marton Fucsovics,Filip Krajinovic,Marton Fucsovics,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Milos Raonic,Milos Raonic,Andy Murray,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Andy Murray,Milos Raonic,Andy Murray,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Stefanos Tsitsipas,Stefanos Tsitsipas,John Isner,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,John Isner,Stefanos Tsitsipas,John Isner,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Reilly Opelka,Reilly Opelka,Matteo Berrettini,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Matteo Berrettini,Reilly Opelka,Matteo Berrettini,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Roberto Bautista Agut,Roberto Bautista Agut,Karen Khachanov,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Karen Khachanov,Roberto Bautista Agut,Karen Khachanov,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Daniil Medvedev,Daniil Medvedev,Aljaz Bedene,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Aljaz Bedene,Daniil Medvedev,Aljaz Bedene,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Jan Lennard Struff,Jan Lennard Struff,David Goffin,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,David Goffin,Jan Lennard Struff,David Goffin,Cincinnati Masters
1,0,1,100.0,1,0,1,100.0,Novak Djokovic,Novak Djokovic,Tennys Sandgren,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Tennys Sandgren,Novak Djokovic,Tennys Sandgren,Cincinnati Masters
3,0,3,100.0,3,0,3,100.0,Milos Raonic,Milos Raonic,Filip Krajinovic,Cincinnati Masters
3,0,3,100.0,3,0,3,100.0,Filip Krajinovic,Milos Raonic,Filip Krajinovic,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Stefanos Tsitsipas,Stefanos Tsitsipas,Reilly Opelka,Cincinnati Masters
3,0,3,100.0,3,0,3,100.0,Reilly Opelka,Stefanos Tsitsipas,Reilly Opelka,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Roberto Bautista Agut,Roberto Bautista Agut,Daniil Medvedev,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Daniil Medvedev,Roberto Bautista Agut,Daniil Medvedev,Cincinnati Masters
2,0,2,100.0,2,0,2,100.0,Novak Djokovic,Novak Djokovic,Jan Lennard Struff,Cincinnati Masters
3,0,3,100.0,3,0,3,100.0,Jan Lennard Struff,Novak Djokovic,Jan Lennard Struff,Cincinnati Masters
4,0,4,100.0,4,0,4,100.0,Milos Raonic,Milos Raonic,Stefanos Tsitsipas,Cincinnati Masters
3,0,3,100.0,3,0,3,100.0,Stefanos Tsitsipas,Milos Raonic,Stefanos Tsitsipas,Cincinnati Masters
3,0,3,100.0,3,0,3,100.0,Novak Djokovic,Novak Djokovic,Roberto Bautista Agut,Cincinnati Masters
3,0,3,100.0,3,0,3,100.0,Roberto Bautista Agut,Novak Djokovic,Roberto Bautista Agut,Cincinnati Masters
4,0,4,100.0,4,0,4,100.0,Novak Djokovic,Novak Djokovic,Milos Raonic,Cincinnati Masters
5,0,5,100.0,5,0,5,100.0,Milos Raonic,Novak Djokovic,Milos Raonic,Cincinnati Masters
5,0,5,100.0,5,0,5,100.0,Novak Djokovic,Novak Djokovic,Damir Dzumhur,Us Open
0,0,0,,0,0,0,,Damir Dzumhur,Novak Djokovic,Damir Dzumhur,Us Open
0,1,1,0.0,0,1,1,0.0,Kyle Edmund,Kyle Edmund,Alexander Bublik,Us Open
0,1,1,0.0,0,1,1,0.0,Alexander Bublik,Kyle Edmund,Alexander Bublik,Us Open
0,0,0,,0,0,0,,Michael Mmoh,Michael Mmoh,Joao Sousa,Us Open
0,0,0,,0,0,0,,Joao Sousa,Michael Mmoh,Joao Sousa,Us Open
3,1,4,75.0,3,1,4,75.0,Jan Lennard Struff,Jan Lennard Struff,Pedro Martinez,Us Open
0,0,0,,0,0,0,,Pedro Martinez,Jan Lennard Struff,Pedro Martinez,Us Open
1,1,2,50.0,1,1,2,50.0,Pablo Carreno Busta,Pablo Carreno Busta,Yasutaka Uchiyama,Us Open
0,0,0,,0,0,0,,Yasutaka Uchiyama,Pablo Carreno Busta,Yasutaka Uchiyama,Us Open
0,0,0,,0,0,0,,Mitchell Krueger,Mitchell Krueger,Pedro Sousa,Us Open
0,0,0,,0,0,0,,Pedro Sousa,Mitchell Krueger,Pedro Sousa,Us Open
1,1,2,50.0,1,1,2,50.0,Ricardas Berankis,Ricardas Berankis,Federico Gaio,Us Open
0,0,0,,0,0,0,,Federico Gaio,Ricardas Berankis,Federico Gaio,Us Open
0,0,0,,0,0,0,,Steve Johnson,Steve Johnson,John Isner,Us Open
2,1,3,66.66666666666667,2,1,3,66.66666666666667,John Isner,Steve Johnson,John Isner,Us Open
1,1,2,50.0,1,1,2,50.0,Denis Shapovalov,Denis Shapovalov,Sebastian Korda,Us Open
0,1,1,0.0,0,1,1,0.0,Sebastian Korda,Denis Shapovalov,Sebastian Korda,Us Open
0,0,0,,0,0,0,,Soon Woo Kwon,Soon Woo Kwon,Thai Son Kwiatkowski,Us Open
0,0,0,,0,0,0,,Thai Son Kwiatkowski,Soon Woo Kwon,Thai Son Kwiatkowski,Us Open
0,0,0,,0,0,0,,Gilles Simon,Gilles Simon,Mohamed Safwat,Us Open
0,0,0,,0,0,0,,Mohamed Safwat,Gilles Simon,Mohamed Safwat,Us Open
1,1,2,50.0,1,1,2,50.0,Taylor Fritz,Taylor Fritz,Dominik Koepfer,Us Open
0,0,0,,0,0,0,,Dominik Koepfer,Taylor Fritz,Dominik Koepfer,Us Open
3,1,4,75.0,3,1,4,75.0,Filip Krajinovic,Filip Krajinovic,Mikael Ymer,Us Open
0,0,0,,0,0,0,,Mikael Ymer,Filip Krajinovic,Mikael Ymer,Us Open
1,1,2,50.0,1,1,2,50.0,Marcos Giron,Marcos Giron,Marc Polmans,Us Open
0,0,0,,0,0,0,,Marc Polmans,Marcos Giron,Marc Polmans,Us Open
0,1,1,0.0,0,1,1,0.0,Lloyd Harris,Lloyd Harris,Marco Cecchinato,Us Open
0,0,0,,0,0,0,,Marco Cecchinato,Lloyd Harris,Marco Cecchinato,Us Open
1,1,2,50.0,1,1,2,50.0,David Goffin,David Goffin,Reilly Opelka,Us Open
3,1,4,75.0,3,1,4,75.0,Reilly Opelka,David Goffin,Reilly Opelka,Us Open
3,1,4,75.0,3,1,4,75.0,Stefanos Tsitsipas,Stefanos Tsitsipas,Albert Ramos,Us Open
0,0,0,,0,0,0,,Albert Ramos,Stefanos Tsitsipas,Albert Ramos,Us Open
0,0,0,,0,0,0,,Maxime Cressy,Maxime Cressy,Jozef Kovalik,Us Open
0,0,0,,0,0,0,,Jozef Kovalik,Maxime Cressy,Jozef Kovalik,Us Open
0,0,0,,0,0,0,,Juan Ignacio Londero,Juan Ignacio Londero,Evgeny Donskoy,Us Open
0,0,0,,0,0,0,,Evgeny Donskoy,Juan Ignacio Londero,Evgeny Donskoy,Us Open
1,1,2,50.0,1,1,2,50.0,Borna Coric,Borna Coric,Pablo Andujar,Us Open
0,0,0,,0,0,0,,Pablo Andujar,Borna Coric,Pablo Andujar,Us Open
0,0,0,,0,0,0,,Egor Gerasimov,Egor Gerasimov,Dusan Lajovic,Us Open
0,1,1,0.0,0,1,1,0.0,Dusan Lajovic,Egor Gerasimov,Dusan Lajovic,Us Open
0,0,0,,0,0,0,,Jordan Thompson,Jordan Thompson,Stefano Travaglia,Us Open
0,0,0,,0,0,0,,Stefano Travaglia,Jordan Thompson,Stefano Travaglia,Us Open
0,0,0,,0,0,0,,Mikhail Kukushkin,Mikhail Kukushkin,Attila Balazs,Us Open
0,0,0,,0,0,0,,Attila Balazs,Mikhail Kukushkin,Attila Balazs,Us Open
0,1,1,0.0,0,1,1,0.0,Christian Garin,Christian Garin,Ulises Blanch,Us Open
0,0,0,,0,0,0,,Ulises Blanch,Christian Garin,Ulises Blanch,Us Open
0,1,1,0.0,0,1,1,0.0,Cameron Norrie,Cameron Norrie,Diego Schwartzman,Us Open
1,1,2,50.0,1,1,2,50.0,Diego Schwartzman,Cameron Norrie,Diego Schwartzman,Us Open
0,0,0,,0,0,0,,Federico Coria,Federico Coria,Jason Jung,Us Open
0,0,0,,0,0,0,,Jason Jung,Federico Coria,Jason Jung,Us Open
0,0,0,,0,0,0,,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,Dennis Novak,Us Open
0,0,0,,0,0,0,,Dennis Novak,Alejandro Davidovich Fokina,Dennis Novak,Us Open
0,1,1,0.0,0,1,1,0.0,Hubert Hurkacz,Hubert Hurkacz,Peter Gojowczyk,Us Open
0,0,0,,0,0,0,,Peter Gojowczyk,Hubert Hurkacz,Peter Gojowczyk,Us Open
0,1,1,0.0,0,1,1,0.0,Adrian Mannarino,Adrian Mannarino,Lorenzo Sonego,Us Open
0,1,1,0.0,0,1,1,0.0,Lorenzo Sonego,Adrian Mannarino,Lorenzo Sonego,Us Open
0,0,0,,0,0,0,,Jack Sock,Jack Sock,Pablo Cuevas,Us Open
0,0,0,,0,0,0,,Pablo Cuevas,Jack Sock,Pablo Cuevas,Us Open
0,0,0,,0,0,0,,Brandon Nakashima,Brandon Nakashima,Paolo Lorenzi,Us Open
0,0,0,,0,0,0,,Paolo Lorenzi,Brandon Nakashima,Paolo Lorenzi,Us Open
0,1,1,0.0,0,1,1,0.0,Alexander Zverev,Alexander Zverev,Kevin Anderson,Us Open
1,1,2,50.0,1,1,2,50.0,Kevin Anderson,Alexander Zverev,Kevin Anderson,Us Open
1,1,2,50.0,1,1,2,50.0,Matteo Berrettini,Matteo Berrettini,Go Soeda,Us Open
0,0,0,,0,0,0,,Go Soeda,Matteo Berrettini,Go Soeda,Us Open
0,1,1,0.0,0,1,1,0.0,Ugo Humbert,Ugo Humbert,Yuichi Sugita,Us Open
0,0,0,,0,0,0,,Yuichi Sugita,Ugo Humbert,Yuichi Sugita,Us Open
1,1,2,50.0,1,1,2,50.0,Emil Ruusuvuori,Emil Ruusuvuori,Aljaz Bedene,Us Open
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Aljaz Bedene,Emil Ruusuvuori,Aljaz Bedene,Us Open
0,1,1,0.0,0,1,1,0.0,Casper Ruud,Casper Ruud,Mackenzie McDonald,Us Open
0,1,1,0.0,0,1,1,0.0,Mackenzie McDonald,Casper Ruud,Mackenzie McDonald,Us Open
0,0,0,,0,0,0,,Ernesto Escobedo,Ernesto Escobedo,Kamil Majchrzak,Us Open
0,0,0,,0,0,0,,Kamil Majchrzak,Ernesto Escobedo,Kamil Majchrzak,Us Open
0,1,1,0.0,0,1,1,0.0,Salvatore Caruso,Salvatore Caruso,James Duckworth,Us Open
0,0,0,,0,0,0,,James Duckworth,Salvatore Caruso,James Duckworth,Us Open
0,0,0,,0,0,0,,Gregoire Barrere,Gregoire Barrere,Taro Daniel,Us Open
0,0,0,,0,0,0,,Taro Daniel,Gregoire Barrere,Taro Daniel,Us Open
0,1,1,0.0,0,1,1,0.0,Andrey Rublev,Andrey Rublev,Jeremy Chardy,Us Open
0,0,0,,0,0,0,,Jeremy Chardy,Andrey Rublev,Jeremy Chardy,Us Open
1,1,2,50.0,1,1,2,50.0,Grigor Dimitrov,Grigor Dimitrov,Tommy Paul,Us Open
0,1,1,0.0,0,1,1,0.0,Tommy Paul,Grigor Dimitrov,Tommy Paul,Us Open
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Marton Fucsovics,Marton Fucsovics,Hugo Dellien,Us Open
0,0,0,,0,0,0,,Hugo Dellien,Marton Fucsovics,Hugo Dellien,Us Open
0,1,1,0.0,0,1,1,0.0,Frances Tiafoe,Frances Tiafoe,Andreas Seppi,Us Open
0,0,0,,0,0,0,,Andreas Seppi,Frances Tiafoe,Andreas Seppi,Us Open
1,1,2,50.0,1,1,2,50.0,John Millman,John Millman,Nikoloz Basilashvili,Us Open
0,1,1,0.0,0,1,1,0.0,Nikoloz Basilashvili,John Millman,Nikoloz Basilashvili,Us Open
0,1,1,0.0,0,1,1,0.0,J.J. Wolf,J.J. Wolf,Guido Pella,Us Open
0,0,0,,0,0,0,,Guido Pella,J.J. Wolf,Guido Pella,Us Open
0,0,0,,0,0,0,,Roberto Carballes Baena,Roberto Carballes Baena,Feliciano Lopez,Us Open
0,0,0,,0,0,0,,Feliciano Lopez,Roberto Carballes Baena,Feliciano Lopez,Us Open
0,0,0,,0,0,0,,Christopher O'Connell,Christopher O'Connell,Laslo Djere,Us Open
0,0,0,,0,0,0,,Laslo Djere,Christopher O'Connell,Laslo Djere,Us Open
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Daniil Medvedev,Daniil Medvedev,Federico Delbonis,Us Open
0,0,0,,0,0,0,,Federico Delbonis,Daniil Medvedev,Federico Delbonis,Us Open
3,1,4,75.0,3,1,4,75.0,Roberto Bautista Agut,Roberto Bautista Agut,Tennys Sandgren,Us Open
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Tennys Sandgren,Roberto Bautista Agut,Tennys Sandgren,Us Open
0,0,0,,0,0,0,,Miomir Kecmanovic,Miomir Kecmanovic,Gianluca Mager,Us Open
0,0,0,,0,0,0,,Gianluca Mager,Miomir Kecmanovic,Gianluca Mager,Us Open
0,0,0,,0,0,0,,Vasek Pospisil,Vasek Pospisil,Philipp Kohlschreiber,Us Open
0,0,0,,0,0,0,,Philipp Kohlschreiber,Vasek Pospisil,Philipp Kohlschreiber,Us Open
5,1,6,83.33333333333333,5,1,6,83.33333333333333,Milos Raonic,Milos Raonic,Leonardo Mayer,Us Open
0,0,0,,0,0,0,,Leonardo Mayer,Milos Raonic,Leonardo Mayer,Us Open
0,1,1,0.0,0,1,1,0.0,Alex De Minaur,Alex De Minaur,Andrej Martin,Us Open
0,0,0,,0,0,0,,Andrej Martin,Alex De Minaur,Andrej Martin,Us Open
1,1,2,50.0,1,1,2,50.0,Richard Gasquet,Richard Gasquet,Ivo Karlovic,Us Open
0,0,0,,0,0,0,,Ivo Karlovic,Richard Gasquet,Ivo Karlovic,Us Open
0,0,0,,0,0,0,,Andrey Kuznetsov,Andrey Kuznetsov,Sam Querrey,Us Open
0,1,1,0.0,0,1,1,0.0,Sam Querrey,Andrey Kuznetsov,Sam Querrey,Us Open
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Karen Khachanov,Karen Khachanov,Jannik Sinner,Us Open
0,0,0,,0,0,0,,Jannik Sinner,Karen Khachanov,Jannik Sinner,Us Open
1,1,2,50.0,1,1,2,50.0,Felix Auger Aliassime,Felix Auger Aliassime,Thiago Monteiro,Us Open
0,0,0,,0,0,0,,Thiago Monteiro,Felix Auger Aliassime,Thiago Monteiro,Us Open
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Andy Murray,Andy Murray,Yoshihito Nishioka,Us Open
0,0,0,,0,0,0,,Yoshihito Nishioka,Andy Murray,Yoshihito Nishioka,Us Open
0,0,0,,0,0,0,,Corentin Moutet,Corentin Moutet,Jiri Vesely,Us Open
0,0,0,,0,0,0,,Jiri Vesely,Corentin Moutet,Jiri Vesely,Us Open
1,1,2,50.0,1,1,2,50.0,Daniel Evans,Daniel Evans,Thiago Seyboth Wild,Us Open
0,0,0,,0,0,0,,Thiago Seyboth Wild,Daniel Evans,Thiago Seyboth Wild,Us Open
0,1,1,0.0,0,1,1,0.0,Marin Cilic,Marin Cilic,Denis Kudla,Us Open
0,0,0,,0,0,0,,Denis Kudla,Marin Cilic,Denis Kudla,Us Open
0,1,1,0.0,0,1,1,0.0,Norbert Gombos,Norbert Gombos,Radu Albot,Us Open
0,0,0,,0,0,0,,Radu Albot,Norbert Gombos,Radu Albot,Us Open
0,0,0,,0,0,0,,Sumit Nagal,Sumit Nagal,Bradley Klahn,Us Open
0,0,0,,0,0,0,,Bradley Klahn,Sumit Nagal,Bradley Klahn,Us Open
0,1,1,0.0,0,1,1,0.0,Dominic Thiem,Dominic Thiem,Jaume Munar,Us Open
0,0,0,,0,0,0,,Jaume Munar,Dominic Thiem,Jaume Munar,Us Open
6,0,6,100.0,6,0,6,100.0,Novak Djokovic,Novak Djokovic,Kyle Edmund,Us Open
1,1,2,50.0,1,1,2,50.0,Kyle Edmund,Novak Djokovic,Kyle Edmund,Us Open
4,1,5,80.0,4,1,5,80.0,Jan Lennard Struff,Jan Lennard Struff,Michael Mmoh,Us Open
1,0,1,100.0,1,0,1,100.0,Michael Mmoh,Jan Lennard Struff,Michael Mmoh,Us Open
